,Name of Village,Sampled Year,Land Area,Longitude,Lattitude,pH,EC,OC,P,K,S,Zn,Fe,Cu,Mn,B,Fertility Index,Crop Name,Irrigation Pattern,Crop Rotation,Fertilizer Used,Yield Returns,YR(Label)
3434,Avani Hobli,2018-19,0.28,78.344721999,13.11152614,6.6,0.42,0.25,32.0,170.0,15.2,0.84,47.61,1.76,58.12,1.0,2.0,High Yield of Millet,Rainfeed,Yes,Organic,High,1
3435,Avani Hobli,2018-19,0.29,78.345277854,13.111388918,6.7,0.25,0.15,22.0,150.0,7.0,0.39,17.58,0.49,34.58,1.3,3.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Good,2
3436,Avani Hobli,2017-18,0.21,78.5566669,13.189722,7.2,0.89,0.26,65.0,266.0,22.1,0.6,5.76,0.77,2.83,0.2,4.0,High Yield of Millet,Rainfeed,Yes,Organic,Moderate,3
3437,Avani Hobli,2017-18,0.13,78.5566669,13.189722,7.2,0.89,0.26,65.0,266.0,22.1,0.6,5.76,0.77,2.83,0.2,1.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
3438,Avani Hobli,2017-18,0.06,78.5566669,13.189722,7.2,0.89,0.26,65.0,266.0,22.1,0.6,5.76,0.77,2.83,0.2,1.0,High Yield of Millet,Rainfeed,Yes,Organic,High,1
3439,Avani Hobli,2017-18,0.06,78.5566669,13.189722,7.2,0.89,0.26,65.0,266.0,22.1,0.6,5.76,0.77,2.83,0.2,3.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Good,2
3440,Avani Hobli,2017-18,0.06,78.5566669,13.189722,7.2,0.89,0.26,65.0,266.0,22.1,0.6,5.76,0.77,2.83,0.2,3.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Good,2
3441,Avani Hobli,2017-18,0.06,78.5566669,13.189722,7.2,0.89,0.26,65.0,266.0,22.1,0.6,5.76,0.77,2.83,0.2,1.0,Non-agricultural,Rainfeed,No,InOrganic,Moderate,3
3442,Avani Hobli,2017-18,0.15,78.5566669,13.189722,7.2,0.89,0.26,65.0,266.0,22.1,0.6,5.76,0.77,2.83,0.2,2.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
3443,Avani Hobli,2017-18,0.2,78.5566669,13.189722,7.2,0.89,0.26,65.0,266.0,22.1,0.6,5.76,0.77,2.83,0.2,3.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Good,2
3444,Avani Hobli,2017-18,0.22,78.553333,13.1958329,6.5,0.36,0.3,97.0,27.0,121.1,0.59,11.04,0.91,2.48,0.6,1.0,High Yield of Millet,Irrigation,Yes,InOrganic,Moderate,3
3445,Avani Hobli,2017-18,0.24,78.553333,13.1958329,6.5,0.36,0.3,97.0,27.0,121.1,0.59,11.04,0.91,2.48,0.6,1.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
3446,Avani Hobli,2017-18,0.37,78.553333,13.1958329,6.5,0.36,0.3,97.0,27.0,121.1,0.59,11.04,0.91,2.48,0.6,4.0,High Yield of Millet,Rainfeed,Yes,Organic,Moderate,3
3447,Avani Hobli,2017-18,0.24,78.553333,13.1958329,6.5,0.36,0.3,97.0,27.0,121.1,0.59,11.04,0.91,2.48,0.6,3.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Good,2
3448,Avani Hobli,2017-18,0.24,78.553333,13.1958329,6.5,0.36,0.3,97.0,27.0,121.1,0.59,11.04,0.91,2.48,0.6,3.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Good,2
3449,Avani Hobli,2017-18,0.2,78.553333,13.1958329,6.5,0.36,0.3,97.0,27.0,121.1,0.59,11.04,0.91,2.48,0.6,2.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
3450,Avani Hobli,2017-18,1.3,78.553333,13.1958329,6.5,0.36,0.3,97.0,27.0,121.1,0.59,11.04,0.91,2.48,0.6,4.0,Millet is Native,Rainfeed,Yes,InOrganic,Moderate,3
3451,Avani Hobli,2017-18,1.17,78.553333,13.1958329,6.5,0.36,0.3,97.0,27.0,121.1,0.59,11.04,0.91,2.48,0.6,1.0,Millet is Native,Rainfeed,Yes,InOrganic,Moderate,3
3452,Avani Hobli,2017-18,0.22,78.553333,13.1958329,6.5,0.36,0.3,97.0,27.0,121.1,0.59,11.04,0.91,2.48,0.6,4.0,Millet is Native,Rainfeed,Yes,Organic,Moderate,3
3453,Avani Hobli,2017-18,0.32,78.553333,13.1958329,6.5,0.36,0.3,97.0,27.0,121.1,0.59,11.04,0.91,2.48,0.6,2.0,Millet is Native,Rainfeed,Yes,InOrganic,Moderate,3
3454,Avani Hobli,2017-18,0.11,78.553333,13.1958329,6.5,0.36,0.3,97.0,27.0,121.1,0.59,11.04,0.91,2.48,0.6,2.0,Millet is Native,Rainfeed,Yes,Organic,High,1
3455,Avani Hobli,2017-18,1.3,78.331388964,13.114444476,6.5,0.36,0.3,97.0,27.0,121.1,0.59,11.04,0.91,2.48,0.6,4.0,Millet is Native,Rainfeed,Yes,InOrganic,Moderate,3
3456,Avani Hobli,2017-18,0.21,78.5566669,13.189722,7.2,0.89,0.26,65.0,266.0,22.1,0.6,5.76,0.77,2.83,0.2,1.0,Millet is Native,Rainfeed,Yes,InOrganic,Moderate,3
3457,Avani Hobli,2017-18,0.13,78.5566669,13.189722,7.2,0.89,0.26,65.0,266.0,22.1,0.6,5.76,0.77,2.83,0.2,4.0,Millet is Native,Rainfeed,Yes,InOrganic,Moderate,3
3458,Avani Hobli,2017-18,0.37,78.5566669,13.189722,7.2,0.89,0.26,65.0,266.0,22.1,0.6,5.76,0.77,2.83,0.2,2.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
3459,Avani Hobli,2017-18,0.37,78.5566669,13.189722,7.2,0.89,0.26,65.0,266.0,22.1,0.6,5.76,0.77,2.83,0.2,4.0,High Yield of Millet,Rainfeed,Yes,Organic,Moderate,3
3460,Avani Hobli,1998-99,1.27,78.318889,13.1025,5.8,0.51,0.45,141.0,184.0,2.6,0.22,16.51,0.57,1.69,1.3,3.0,High Yield of Millet,Rainfeed,Yes,Organic,Moderate,3
3461,Avani Hobli,2017-18,4.8,78.5566669,13.189722,7.2,0.89,0.26,65.0,266.0,22.1,0.6,5.76,0.77,2.83,0.2,4.0,Millet is Native,Rainfeed,Yes,Organic,Moderate,3
3462,Avani Hobli,2017-18,4.8,78.5566669,13.189722,7.2,0.89,0.26,65.0,266.0,22.1,0.6,5.76,0.77,2.83,0.2,3.0,Millet is Native,Rainfeed,Yes,InOrganic,Good,2
3463,Avani Hobli,2017-18,0.0,78.5566669,13.189722,7.2,0.89,0.26,65.0,266.0,22.1,0.6,5.76,0.77,2.83,0.2,3.0,Non-agricultural,Rainfeed,No,Organic,Moderate,3
3464,Avani Hobli,2018-19,0.05,78.2588395,13.09217,6.4,0.36,0.74,76.0,262.0,18.0,2.45,22.42,0.83,33.73,0.8,4.0,Non-agricultural,Rainfeed,No,Organic,Moderate,3
3465,Avani Hobli,2018-19,1.23,78.281172,13.09783,7.2,0.61,0.77,124.0,99.0,50.0,1.64,91.8,1.59,25.08,0.3,1.0,High Yield of Millet,Rainfeed,Yes,Organic,High,1
3466,Avani Hobli,2018-19,0.5,78.345277854,13.111388918,6.7,0.25,0.15,22.0,150.0,7.0,0.39,17.58,0.49,34.58,1.3,2.0,High Yield of Millet,Rainfeed,Yes,Organic,High,1
3467,Avani Hobli,2018-19,0.31,78.345277854,13.111388918,6.7,0.25,0.15,22.0,150.0,7.0,0.39,17.58,0.49,34.58,1.3,3.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Good,2
3468,Avani Hobli,2018-19,0.35,78.345277854,13.111388918,6.7,0.25,0.15,22.0,150.0,7.0,0.39,17.58,0.49,34.58,1.3,1.0,High Yield of Millet,Rainfeed,Yes,Organic,High,1
3469,Avani Hobli,2018-19,0.23,78.345277854,13.111388918,6.7,0.25,0.15,22.0,150.0,7.0,0.39,17.58,0.49,34.58,1.3,1.0,High Yield of Millet,Rainfeed,Yes,Organic,High,1
3470,Avani Hobli,2018-19,0.33,78.345277854,13.111388918,6.7,0.25,0.15,22.0,150.0,7.0,0.39,17.58,0.49,34.58,1.3,1.0,Millet is Native,Irrigation,Yes,InOrganic,Moderate,3
3471,Avani Hobli,2018-19,0.8,78.345277854,13.111388918,6.7,0.25,0.15,22.0,150.0,7.0,0.39,17.58,0.49,34.58,1.3,2.0,Millet is Native,Irrigation,Yes,Organic,High,1
3472,Avani Hobli,2016-17,0.31,78.345277854,13.111388918,6.4,0.04,0.218,6.0,194.0,21.6,1.98,27.5,0.73,16.5,0.5,3.0,Millet is Native,Irrigation,Yes,InOrganic,Good,2
3473,Avani Hobli,2017-18,2.0,78.553333,13.1958329,6.5,0.36,0.3,97.0,27.0,121.1,0.59,11.04,0.91,2.48,0.6,1.0,Millet is Native,Irrigation,Yes,InOrganic,Moderate,3
3474,Avani Hobli,2017-18,2.0,78.553333,13.1958329,6.5,0.36,0.3,97.0,27.0,121.1,0.59,11.04,0.91,2.48,0.6,4.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
3475,Avani Hobli,2017-18,1.36,78.553333,13.19583299,6.5,0.36,0.3,97.0,27.0,121.1,0.59,11.04,0.91,2.48,0.6,2.0,High Yield of Millet,Rainfeed,Yes,Organic,High,1
3476,Avani Hobli,2017-18,0.3,78.553333,13.19583299,6.5,0.36,0.3,97.0,27.0,121.1,0.59,11.04,0.91,2.48,0.6,4.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
3477,Avani Hobli,2017-18,0.06,78.553333,13.19583299,6.5,0.36,0.3,97.0,27.0,121.1,0.59,11.04,0.91,2.48,0.6,1.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
3478,Avani Hobli,2017-18,1.0,78.553333,13.19583299,6.5,0.36,0.3,97.0,27.0,121.1,0.59,11.04,0.91,2.48,0.6,4.0,High Yield of Millet,Rainfeed,Yes,Organic,Moderate,3
3479,Avani Hobli,2017-18,0.04,78.553333,13.19583299,6.5,0.36,0.3,97.0,27.0,121.1,0.59,11.04,0.91,2.48,0.6,2.0,High Yield of Millet,Rainfeed,Yes,Organic,High,1
3480,Avani Hobli,2017-18,1.68,78.557222348,13.194722268,7.6,0.54,0.15,48.0,363.0,22.7,0.39,11.61,0.83,4.98,0.5,3.0,Non-agricultural,Rainfeed,No,Organic,Moderate,3
3481,Avani Hobli,2017-18,0.15,78.557222348,13.194722268,7.6,0.54,0.15,48.0,363.0,22.7,0.39,11.61,0.83,4.98,0.5,1.0,Non-agricultural,Rainfeed,No,InOrganic,Moderate,3
3482,Avani Hobli,2017-18,0.19,78.557222348,13.194722268,7.6,0.54,0.15,48.0,363.0,22.7,0.39,11.61,0.83,4.98,0.5,3.0,Non-agricultural,Rainfeed,No,Organic,Moderate,3
3483,Avani Hobli,2017-18,0.29,78.557222348,13.194722268,7.6,0.54,0.15,48.0,363.0,22.7,0.39,11.61,0.83,4.98,0.5,1.0,Non-agricultural,Rainfeed,No,Organic,High,1
3484,Avani Hobli,2017-18,1.29,78.557222348,13.194722268,7.6,0.54,0.15,48.0,363.0,22.7,0.39,11.61,0.83,4.98,0.5,3.0,Non-agricultural,Rainfeed,No,Organic,Moderate,3
3485,Avani Hobli,2017-18,0.15,78.557222348,13.194722268,7.6,0.54,0.15,48.0,363.0,22.7,0.39,11.61,0.83,4.98,0.5,1.0,Non-agricultural,Rainfeed,No,InOrganic,Moderate,3
3486,Avani Hobli,2017-18,0.15,78.557222348,13.194722268,7.6,0.54,0.15,48.0,363.0,22.7,0.39,11.61,0.83,4.98,0.5,4.0,Non-agricultural,Rainfeed,No,InOrganic,Moderate,3
3487,Avani Hobli,2017-18,0.27,78.557222348,13.194722268,7.6,0.54,0.15,48.0,363.0,22.7,0.39,11.61,0.83,4.98,0.5,3.0,Non-agricultural,Rainfeed,No,Organic,Moderate,3
3488,Avani Hobli,2018-19,0.16,78.27832,13.094986,6.0,0.39,0.46,20.0,240.0,18.0,1.84,27.68,1.4,46.24,1.2,1.0,Millet is Native,Irrigation,Yes,InOrganic,Moderate,3
3489,Avani Hobli,2017-18,2.3,78.5475,13.196111,6.6,0.69,0.3,135.0,45.0,19.8,0.21,13.64,0.84,6.68,0.7,1.0,Millet is Native,Irrigation,Yes,InOrganic,Moderate,3
3490,Avani Hobli,2017-18,2.32,78.5475,13.196111,6.6,0.69,0.3,135.0,45.0,19.8,0.21,13.64,0.84,6.68,0.7,3.0,Millet is Native,Irrigation,Yes,InOrganic,Good,2
3491,Avani Hobli,2017-18,0.17,78.5475,13.196111,6.6,0.69,0.3,135.0,45.0,19.8,0.21,13.64,0.84,6.68,0.7,3.0,Nilgiri,Rainfeed,No,InOrganic,Good,2
3492,Avani Hobli,2017-18,2.36,78.5475,13.196111,6.6,0.69,0.3,135.0,45.0,19.8,0.21,13.64,0.84,6.68,0.7,4.0,Nilgiri,Rainfeed,No,Organic,Moderate,3
3493,Avani Hobli,2017-18,0.05,78.544167,13.196111,6.7,0.63,0.26,120.0,42.0,26.1,0.29,7.96,0.31,3.52,0.3,4.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
3494,Avani Hobli,2017-18,0.17,78.544167,13.196111,6.7,0.63,0.26,120.0,42.0,26.1,0.29,7.96,0.31,3.52,0.3,1.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
3495,Avani Hobli,2017-18,0.11,78.544167,13.196111,6.7,0.63,0.26,120.0,42.0,26.1,0.29,7.96,0.31,3.52,0.3,4.0,Millet is Native,Irrigation,Yes,InOrganic,Moderate,3
3496,Avani Hobli,2017-18,0.12,78.544167,13.196111,6.7,0.63,0.26,120.0,42.0,26.1,0.29,7.96,0.31,3.52,0.3,4.0,Non-agricultural,Irrigation,No,InOrganic,Moderate,3
3497,Avani Hobli,2017-18,0.05,78.544167,13.196111,6.7,0.63,0.26,120.0,42.0,26.1,0.29,7.96,0.31,3.52,0.3,3.0,Millet is Native,Irrigation,Yes,Organic,Moderate,3
3498,Avani Hobli,2018-19,0.3,78.570000126,13.182500046,6.4,0.59,0.35,47.0,93.0,42.0,3.43,26.71,0.3,45.08,0.1,3.0,Millet is Native,Irrigation,Yes,Organic,Moderate,3
3499,Avani Hobli,2018-19,0.2,78.570000126,13.182500046,6.4,0.59,0.35,47.0,93.0,42.0,3.43,26.71,0.3,45.08,0.1,2.0,Millet is Native,Irrigation,Yes,InOrganic,Moderate,3
3500,Avani Hobli,2018-19,1.1,78.570000126,13.182500046,6.4,0.59,0.35,47.0,93.0,42.0,3.43,26.71,0.3,45.08,0.1,4.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
3501,Avani Hobli,2018-19,0.2,78.570000126,13.182500046,6.4,0.59,0.35,47.0,93.0,42.0,3.43,26.71,0.3,45.08,0.1,4.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
3502,Avani Hobli,2018-19,0.38,78.570000126,13.182500046,6.4,0.59,0.35,47.0,93.0,42.0,3.43,26.71,0.3,45.08,0.1,1.0,Millet is Native,Irrigation,Yes,Organic,High,1
3503,Avani Hobli,2018-19,4.15,78.570000126,13.182500046,6.4,0.59,0.35,47.0,93.0,42.0,3.43,26.71,0.3,45.08,0.1,3.0,Millet is Native,Irrigation,Yes,InOrganic,Good,2
3504,Avani Hobli,2017-18,0.2,78.544167,13.196111,6.7,0.63,0.26,120.0,42.0,26.1,0.29,7.96,0.31,3.52,0.3,3.0,Millet is Native,Irrigation,Yes,InOrganic,Good,2
3505,Avani Hobli,2018-19,0.3,78.570000126,13.182500046,6.4,0.59,0.35,47.0,93.0,42.0,3.43,26.71,0.3,45.08,0.1,3.0,Millet is Native,Irrigation,Yes,InOrganic,Good,2
3506,Avani Hobli,2018-19,1.13,78.570000126,13.182500046,6.4,0.59,0.35,47.0,93.0,42.0,3.43,26.71,0.3,45.08,0.1,4.0,Millet is Native,Irrigation,Yes,InOrganic,Moderate,3
3507,Avani Hobli,2018-19,3.16,78.570000126,13.182500046,6.4,0.59,0.35,47.0,93.0,42.0,3.43,26.71,0.3,45.08,0.1,3.0,Millet is Native,Irrigation,Yes,InOrganic,Good,2
3508,Avani Hobli,2017-18,0.07,78.544167,13.196111,6.7,0.63,0.26,120.0,42.0,26.1,0.29,7.96,0.31,3.52,0.3,2.0,Millet is Native,Irrigation,Yes,InOrganic,Moderate,3
3509,Avani Hobli,2017-18,0.07,78.544167,13.196111,6.7,0.63,0.26,120.0,42.0,26.1,0.29,7.96,0.31,3.52,0.3,4.0,Millet is Native,Irrigation,Yes,Organic,Moderate,3
3510,Avani Hobli,2017-18,0.07,78.544167,13.196111,6.7,0.63,0.26,120.0,42.0,26.1,0.29,7.96,0.31,3.52,0.3,4.0,Millet is Native,Irrigation,Yes,InOrganic,Moderate,3
3511,Avani Hobli,2017-18,0.36,78.544167,13.196111,6.7,0.63,0.26,120.0,42.0,26.1,0.29,7.96,0.31,3.52,0.3,2.0,Millet is Native,Irrigation,Yes,InOrganic,Moderate,3
3512,Avani Hobli,2017-18,0.07,78.544167,13.196111,6.7,0.63,0.26,120.0,42.0,26.1,0.29,7.96,0.31,3.52,0.3,2.0,Millet is Native,Irrigation,Yes,Organic,High,1
3513,Avani Hobli,2017-18,0.05,78.544167,13.196111,6.7,0.63,0.26,120.0,42.0,26.1,0.29,7.96,0.31,3.52,0.3,2.0,Millet is Native,Irrigation,Yes,Organic,High,1
3514,Avani Hobli,2017-18,1.08,78.544167,13.196111,6.7,0.63,0.26,120.0,42.0,26.1,0.29,7.96,0.31,3.52,0.3,1.0,Millet is Native,Irrigation,Yes,Organic,High,1
3515,Avani Hobli,2017-18,0.05,78.544167,13.196111,6.7,0.63,0.26,120.0,42.0,26.1,0.29,7.96,0.31,3.52,0.3,3.0,Millet is Native,Irrigation,Yes,Organic,Moderate,3
3516,Avani Hobli,2017-18,0.07,78.544167,13.196111,6.7,0.63,0.26,120.0,42.0,26.1,0.29,7.96,0.31,3.52,0.3,2.0,Millet is Native,Irrigation,Yes,InOrganic,Moderate,3
3517,Avani Hobli,2017-18,0.36,78.544167,13.196111,6.7,0.63,0.26,120.0,42.0,26.1,0.29,7.96,0.31,3.52,0.3,1.0,High Yield of Millet,Rainfeed,Yes,Organic,High,1
3518,Avani Hobli,2017-18,0.07,78.544167,13.196111,6.7,0.63,0.26,120.0,42.0,26.1,0.29,7.96,0.31,3.52,0.3,2.0,Nilgiri,Rainfeed,No,Organic,High,1
3519,Avani Hobli,2018-19,0.18,78.570000126,13.182500046,6.4,0.59,0.35,47.0,93.0,42.0,3.43,26.71,0.3,45.08,0.1,3.0,Nilgiri,Rainfeed,No,Organic,Moderate,3
3520,Avani Hobli,2018-19,0.18,78.570000126,13.182500046,6.4,0.59,0.35,47.0,93.0,42.0,3.43,26.71,0.3,45.08,0.1,2.0,High Yield of Millet,Rainfeed,Yes,Organic,High,1
3521,Avani Hobli,2018-19,0.14,78.570000126,13.182500046,6.4,0.59,0.35,47.0,93.0,42.0,3.43,26.71,0.3,45.08,0.1,4.0,High Yield of Millet,Rainfeed,Yes,Organic,Moderate,3
3522,Avani Hobli,2018-19,1.2,78.570000126,13.182500046,6.4,0.59,0.35,47.0,93.0,42.0,3.43,26.71,0.3,45.08,0.1,2.0,High Yield of Millet,Rainfeed,Yes,Organic,High,1
3523,Avani Hobli,2018-19,0.14,78.570000126,13.182500046,6.4,0.59,0.35,47.0,93.0,42.0,3.43,26.71,0.3,45.08,0.1,2.0,High Yield of Millet,Rainfeed,Yes,Organic,High,1
3524,Avani Hobli,2018-19,0.12,78.570000126,13.182500046,6.4,0.59,0.35,47.0,93.0,42.0,3.43,26.71,0.3,45.08,0.1,1.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
3525,Avani Hobli,2018-19,1.21,78.5700126,13.182546,6.4,0.59,0.35,47.0,93.0,42.0,3.43,26.71,0.3,45.08,0.1,2.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
3526,Avani Hobli,2017-18,0.1,78.520278,13.184444,5.8,0.65,0.12,64.0,248.0,2.0,0.15,7.27,0.21,4.99,0.3,4.0,High Yield of Millet,Rainfeed,Yes,Organic,Moderate,3
3527,Avani Hobli,2017-18,0.13,78.520278,13.184444,5.8,0.65,0.12,64.0,248.0,2.0,0.15,7.27,0.21,4.99,0.3,2.0,High Yield of Millet,Rainfeed,Yes,Organic,High,1
3528,Avani Hobli,2017-18,0.13,78.520278,13.184444,5.8,0.65,0.12,64.0,248.0,2.0,0.15,7.27,0.21,4.99,0.3,3.0,High Yield of Millet,Rainfeed,Yes,Organic,Moderate,3
3529,Avani Hobli,2018-19,0.24,78.278283,13.09494,6.1,0.38,0.57,21.0,254.0,19.0,2.14,25.36,1.66,42.88,0.1,3.0,High Yield of Millet,Rainfeed,Yes,Organic,Moderate,3
3530,Avani Hobli,2018-19,0.4,78.34993313,13.099933085,6.3,0.4,0.45,33.0,97.0,27.1,2.84,38.92,0.62,14.89,0.2,1.0,High Yield of Millet,Rainfeed,Yes,Organic,High,1
3531,Avani Hobli,2018-19,0.3,78.278245,13.094912,6.2,0.39,0.67,23.0,124.0,14.0,1.43,33.49,0.65,49.49,0.1,3.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Good,2
3532,Avani Hobli,2018-19,0.4,78.34993313,13.09993308,6.0,0.28,0.14,337.0,6.0,0.53,0.7,45.93,0.75,19.76,45.13,3.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Good,2
3533,Avani Hobli,2018-19,0.13,78.3498948,13.09989475,6.1,0.27,0.14,94.0,417.0,12.0,0.6,0.7,19.76,45.13,0.53,2.0,High Yield of Millet,Rainfeed,Yes,Organic,High,1
3534,Avani Hobli,2017-18,1.38,78.542777892,13.176944496,6.1,0.29,0.46,148.0,47.0,50.7,0.6,20.2,0.76,8.03,1.2,4.0,High Yield of Millet,Rainfeed,Yes,Organic,Moderate,3
3535,Avani Hobli,2017-18,3.22,78.542777892,13.176944496,6.1,0.29,0.46,148.0,47.0,50.7,0.6,20.2,0.76,8.03,1.2,2.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
3536,Avani Hobli,2017-18,3.22,78.571944,13.167778,7.2,0.91,0.41,209.0,310.0,24.8,0.38,3.46,1.38,4.32,0.6,4.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
3537,Avani Hobli,2017-18,0.03,78.571944,13.167778,7.2,0.91,0.41,209.0,310.0,24.8,0.38,3.46,1.38,4.32,0.6,1.0,Coriander greens,Irrigation,No,Organic,High,1
3538,Avani Hobli,2017-18,0.23,78.571944,13.167778,7.2,0.91,0.41,209.0,310.0,24.8,0.38,3.46,1.38,4.32,0.6,1.0,Coriander greens,Irrigation,No,Organic,High,1
3539,Avani Hobli,2017-18,0.23,78.571944,13.167778,7.2,0.91,0.41,209.0,310.0,24.8,0.38,3.46,1.38,4.32,0.6,1.0,Coriander greens,Irrigation,No,InOrganic,Moderate,3
3540,Avani Hobli,2018-19,0.12,78.3447832,13.1114497513,7.1,0.64,0.67,47.0,118.0,51.0,1.52,41.63,1.26,37.37,0.1,4.0,Coriander greens,Irrigation,No,InOrganic,Moderate,3
3541,Avani Hobli,2017-18,0.39,78.571944,13.167778,7.2,0.91,0.41,209.0,310.0,24.8,0.38,3.46,1.38,4.32,0.6,4.0,Millet is Native,Irrigation,Yes,InOrganic,Moderate,3
3542,Avani Hobli,2017-18,0.39,78.571944,13.167778,7.2,0.91,0.41,209.0,310.0,24.8,0.38,3.46,1.38,4.32,0.6,3.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Good,2
3543,Avani Hobli,2017-18,0.39,78.571944,13.167778,7.2,0.91,0.41,209.0,310.0,24.8,0.38,3.46,1.38,4.32,0.6,2.0,Millet is Native,Irrigation,Yes,Organic,High,1
3544,Avani Hobli,2017-18,1.0,78.571944,13.167778,7.2,0.91,0.41,209.0,310.0,24.8,0.38,3.46,1.38,4.32,0.6,2.0,Millet is Native,Irrigation,Yes,InOrganic,Moderate,3
3545,Avani Hobli,2017-18,1.0,78.571944,13.167778,7.2,0.91,0.41,209.0,310.0,24.8,0.38,3.46,1.38,4.32,0.6,3.0,Millet is Native,Irrigation,Yes,InOrganic,Good,2
3546,Avani Hobli,2017-18,1.0,78.571944,13.167778,7.2,0.91,0.41,209.0,310.0,24.8,0.38,3.46,1.38,4.32,0.6,2.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
3547,Avani Hobli,2017-18,0.01,78.571944,13.167778,7.2,0.91,0.41,209.0,310.0,24.8,0.38,3.46,1.38,4.32,0.6,4.0,High Yield of Millet,Rainfeed,Yes,Organic,Moderate,3
3548,Avani Hobli,2017-18,0.19,78.571944,13.167778,7.2,0.91,0.41,209.0,310.0,24.8,0.38,3.46,1.38,4.32,0.6,1.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
3549,Avani Hobli,2017-18,0.09,78.571944,13.167778,7.2,0.91,0.41,209.0,310.0,24.8,0.38,3.46,1.38,4.32,0.6,3.0,High Yield of Millet,Rainfeed,Yes,Organic,Moderate,3
3550,Avani Hobli,2017-18,0.09,78.571944,13.167778,7.2,0.91,0.41,209.0,310.0,24.8,0.38,3.46,1.38,4.32,0.6,2.0,High Yield of Millet,Rainfeed,Yes,Organic,High,1
3551,Avani Hobli,2018-19,0.3,78.34122868,13.09122863,5.9,0.64,0.91,138.0,97.0,34.0,1.53,24.08,1.41,35.08,0.4,3.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Good,2
3552,Avani Hobli,2017-18,0.33,78.568056,13.160278,6.6,0.31,0.25,124.0,258.0,26.7,3.13,13.8,1.35,4.86,0.2,2.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
3553,Avani Hobli,2017-18,0.11,78.568056,13.160278,6.6,0.31,0.25,124.0,258.0,26.7,3.13,13.8,1.35,4.86,0.2,4.0,Millet is Native,Irrigation,Yes,Organic,Moderate,3
3554,Avani Hobli,2017-18,0.32,78.568056,13.160278,6.6,0.31,0.25,124.0,258.0,26.7,3.13,13.8,1.35,4.86,0.2,1.0,Millet is Native,Irrigation,Yes,Organic,High,1
3555,Avani Hobli,2017-18,1.2,78.568056,13.160278,6.6,0.31,0.25,124.0,258.0,26.7,3.13,13.8,1.35,4.86,0.2,2.0,Millet is Native,Irrigation,Yes,Organic,High,1
3556,Avani Hobli,2017-18,0.1,78.568056,13.160278,6.6,0.31,0.25,124.0,258.0,26.7,3.13,13.8,1.35,4.86,0.2,1.0,Millet is Native,Irrigation,Yes,Organic,High,1
3557,Avani Hobli,2017-18,0.06,78.568056,13.160278,6.6,0.31,0.25,124.0,258.0,26.7,3.13,13.8,1.35,4.86,0.2,3.0,Millet is Native,Irrigation,Yes,InOrganic,Good,2
3558,Avani Hobli,2017-18,0.08,78.568056,13.160278,6.6,0.31,0.25,124.0,258.0,26.7,3.13,13.8,1.35,4.86,0.2,1.0,High Yield of Millet,Rainfeed,Yes,Organic,High,1
3559,Avani Hobli,2017-18,0.08,78.568056,13.160278,6.6,0.31,0.25,124.0,258.0,26.7,3.13,13.8,1.35,4.86,0.2,2.0,Millet is Native,Irrigation,Yes,InOrganic,Moderate,3
3560,Avani Hobli,2017-18,0.26,78.568056,13.160278,6.6,0.31,0.25,124.0,258.0,26.7,3.13,13.8,1.35,4.86,0.2,3.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Good,2
3561,Avani Hobli,2017-18,0.1,78.568056,13.160278,6.6,0.31,0.25,124.0,258.0,26.7,3.13,13.8,1.35,4.86,0.2,1.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
